N,P,K,temperature,humidity,ph,rainfall,season,location,label
94.13,46.9,62.24,30.18,59.38,6.07,44.09,Kharif,Maharashtra,tomato
57.88,30.35,32.22,29.15,62.66,7.17,62.76,Kharif,West Bengal,sorghum
41.11,28.84,15.64,23.28,34.04,6.73,35.49,Kharif,Maharashtra,pearlmillet
57.12,32.96,23.12,26.94,54.72,5.95,85.49,Kharif,West Bengal,sorghum
42.06,30.8,32.15,29.42,47.1,5.98,51.1,Kharif,Tamil Nadu,sesame
36.47,53.59,71.64,27.66,63.67,6.29,72.14,Kharif,Karnataka,groundnut
143.29,61.02,57.81,20.34,63.17,5.81,50.59,Rabi,West Bengal,cabbage
79.41,53.99,112.34,20.68,57.91,6.63,49.41,Rabi,Punjab,carrot
106.46,56.52,61.92,22.78,64.89,6.33,55.45,Kharif,Andhra Pradesh,brinjal
71.87,56.42,96.5,17.7,56.76,6.58,40.01,Rabi,Kerala,carrot
119.77,79.0,64.04,15.2,76.25,6.57,60.09,Rabi,Maharashtra,cauliflower
76.92,36.52,60.44,19.26,61.32,6.28,59.84,Rabi,Madhya Pradesh,onion
74.02,48.72,31.06,25.91,57.43,7.15,56.54,Zaid,Maharashtra,cucumber
117.88,50.83,51.07,17.43,67.07,5.98,69.58,Rabi,Uttar Pradesh,cabbage
62.47,44.13,88.53,17.38,68.26,6.06,54.66,Rabi,Punjab,carrot
106.67,19.83,54.89,17.23,94.19,5.35,159.97,Annual,Kerala,tea
104.31,21.39,29.54,22.4,87.85,5.99,55.6,Zaid,Maharashtra,watermelon
15.24,18.31,26.08,31.61,34.32,5.31,55.07,Annual,Andhra Pradesh,mango
70.16,55.15,118.13,29.36,83.01,6.36,159.12,Kharif,Kerala,turmeric
145.38,57.92,61.18,19.72,51.93,6.03,58.84,Rabi,Uttar Pradesh,wheat
94.03,39.47,22.02,18.53,54.61,6.54,38.91,Rabi,Uttar Pradesh,spinach
21.73,14.33,0.0,22.03,94.08,6.42,72.24,Annual,Madhya Pradesh,orange
101.97,50.2,44.33,20.66,54.66,5.87,41.59,Rabi,Uttar Pradesh,spinach
53.5,63.0,53.83,14.66,51.78,5.95,32.52,Rabi,Madhya Pradesh,garlic
93.39,79.09,54.37,30.82,75.76,5.77,85.87,Annual,Andhra Pradesh,banana
16.64,24.12,36.48,31.84,58.03,5.89,77.72,Annual,Maharashtra,mango
140.53,70.18,134.98,27.07,85.83,6.36,161.55,Annual,Maharashtra,sugarcane
43.76,22.95,74.63,25.13,88.2,6.1,140.23,Kharif,Tamil Nadu,turmeric
53.68,37.81,67.84,20.78,84.07,6.83,230.92,Annual,Karnataka,cardamom
49.53,62.21,31.22,31.41,93.47,7.06,168.37,Annual,Tamil Nadu,papaya
37.05,78.06,50.27,26.03,62.81,6.77,123.31,Kharif,Maharashtra,soybean
73.92,53.97,26.38,31.13,47.07,5.99,37.15,Zaid,Madhya Pradesh,cucumber
31.36,42.91,20.75,23.98,20.3,4.93,97.08,Kharif,Madhya Pradesh,kidneybeans
26.51,35.93,55.0,18.21,93.58,6.0,276.88,Annual,Uttar Pradesh,cardamom
150.0,65.54,155.88,26.47,67.65,6.58,158.8,Annual,Uttar Pradesh,sugarcane
101.13,37.31,16.79,26.87,81.17,6.8,107.44,Kharif,Maharashtra,cotton
15.07,56.27,4.78,22.04,85.02,6.75,56.06,Kharif,Punjab,mungbean
78.16,59.83,30.0,15.04,60.01,6.6,67.91,Rabi,Kerala,spinach
122.49,60.77,32.71,16.45,56.76,6.48,98.66,Rabi,Uttar Pradesh,wheat
18.93,22.89,11.91,23.53,98.85,6.73,144.82,Annual,Maharashtra,orange
69.92,45.96,34.24,19.51,52.56,6.28,69.12,Rabi,Uttar Pradesh,mustard
33.06,67.93,22.25,13.52,58.14,6.81,56.79,Rabi,Punjab,peas
16.84,107.77,210.0,22.64,92.5,5.99,124.09,Rabi,Tamil Nadu,apple
130.4,67.66,52.49,14.22,53.15,7.47,68.95,Rabi,Tamil Nadu,wheat
68.48,55.19,77.33,25.12,80.5,6.19,170.62,Kharif,Karnataka,turmeric
50.67,77.68,85.01,32.62,89.67,6.3,89.66,Annual,Karnataka,papaya
15.66,14.63,42.83,20.61,93.35,5.93,77.05,Annual,Maharashtra,pomegranate
63.45,60.75,42.07,23.72,75.05,6.86,208.95,Kharif,West Bengal,jute
70.1,45.31,35.16,24.02,87.01,6.42,283.5,Kharif,Tamil Nadu,rice
73.97,26.71,35.41,27.29,53.89,6.49,38.88,Kharif,Madhya Pradesh,sorghum
23.02,17.26,7.15,17.62,90.89,6.44,107.81,Annual,Madhya Pradesh,orange
109.32,54.79,40.26,25.99,60.04,6.67,158.26,Annual,Andhra Pradesh,coffee
150.0,66.82,117.3,35.17,74.43,6.66,191.23,Annual,Uttar Pradesh,sugarcane
48.49,73.52,23.7,26.52,62.39,6.99,81.23,Kharif,Maharashtra,blackgram
33.44,34.67,15.16,25.03,62.84,5.95,48.31,Rabi,Karnataka,coriander
110.45,83.03,63.14,25.88,72.78,6.09,108.16,Annual,West Bengal,banana
39.26,28.23,19.21,20.21,43.7,5.99,45.32,Rabi,Maharashtra,coriander
77.34,35.78,28.02,26.75,59.59,6.08,54.11,Zaid,Karnataka,cucumber
94.35,27.55,24.67,22.56,55.63,6.25,34.16,Rabi,Uttar Pradesh,mustard
32.06,50.16,58.1,29.73,76.09,6.37,74.14,Kharif,Tamil Nadu,groundnut
85.55,24.07,38.38,17.86,57.05,7.11,84.15,Annual,Madhya Pradesh,coffee
141.97,57.55,27.48,25.74,44.0,6.46,58.16,Rabi,Maharashtra,wheat
44.02,59.85,83.78,19.32,10.0,7.3,52.99,Rabi,Uttar Pradesh,chickpea
26.73,36.94,26.1,26.05,87.34,6.6,73.49,Kharif,Maharashtra,mungbean
43.63,66.88,31.8,35.97,85.58,6.6,105.03,Annual,Karnataka,papaya
29.99,150.0,182.14,30.01,90.41,5.85,44.97,Annual,Punjab,grapes
110.06,61.93,80.09,24.42,49.1,6.31,61.83,Kharif,Karnataka,brinjal
22.68,50.66,23.73,27.94,57.36,6.64,47.93,Kharif,Tamil Nadu,sesame
68.1,41.66,39.78,24.69,54.79,6.54,49.43,Zaid,Karnataka,cucumber
38.24,62.9,32.88,28.65,70.15,8.28,76.06,Kharif,Maharashtra,blackgram
84.29,64.01,64.31,18.58,50.25,5.25,52.03,Rabi,Madhya Pradesh,garlic
78.32,29.95,104.28,18.82,55.41,6.59,37.39,Rabi,Maharashtra,carrot
91.34,36.9,71.06,19.53,48.79,6.17,41.33,Rabi,Andhra Pradesh,onion
25.18,24.63,11.34,18.84,94.83,6.69,73.7,Annual,Tamil Nadu,orange
72.44,61.32,94.69,18.55,48.52,6.76,54.2,Rabi,Uttar Pradesh,carrot
53.42,73.48,22.85,23.41,66.25,6.83,57.75,Kharif,Tamil Nadu,blackgram
97.89,29.26,24.48,21.49,61.7,6.9,114.74,Annual,Kerala,coffee
108.2,73.82,71.59,20.65,73.76,6.34,64.35,Rabi,Punjab,cauliflower
95.82,62.02,69.09,19.44,86.76,5.81,46.48,Rabi,West Bengal,cauliflower
150.0,50.69,60.34,23.05,67.0,6.26,50.86,Rabi,West Bengal,cabbage
76.22,48.92,88.12,10.87,63.21,7.05,44.1,Rabi,Karnataka,carrot
25.26,29.28,18.63,21.75,46.89,6.59,31.52,Rabi,Karnataka,coriander
76.94,25.29,24.02,14.34,68.19,5.35,86.34,Kharif,Andhra Pradesh,maize
6.79,62.18,8.24,23.0,44.06,5.13,161.39,Kharif,Karnataka,pigeonpeas
25.82,64.36,29.29,24.17,31.98,5.78,188.88,Kharif,Uttar Pradesh,pigeonpeas
58.38,48.53,93.12,25.41,83.25,6.36,157.55,Kharif,Karnataka,ginger
123.82,23.88,20.89,19.82,53.91,6.24,179.0,Annual,Karnataka,coffee
84.14,46.87,17.97,24.02,81.73,6.69,179.8,Kharif,West Bengal,jute
17.55,23.74,24.03,25.81,85.55,6.8,99.56,Annual,Maharashtra,pomegranate
142.61,79.22,111.18,26.04,67.46,7.01,187.59,Annual,Karnataka,sugarcane
30.57,7.89,30.14,27.98,88.81,5.22,178.87,Annual,Uttar Pradesh,coconut
45.1,32.73,59.55,21.38,81.64,5.86,214.97,Annual,Kerala,cardamom
15.53,49.59,16.14,20.88,56.38,6.34,55.35,Rabi,Madhya Pradesh,fenugreek
76.01,38.96,47.31,25.98,66.13,6.04,64.25,Rabi,Uttar Pradesh,spinach
38.91,55.57,73.8,24.4,21.05,7.58,69.85,Rabi,Maharashtra,chickpea
102.15,12.29,58.33,28.12,95.36,6.01,34.99,Zaid,Punjab,muskmelon
131.25,48.52,62.93,18.61,69.46,5.99,53.22,Rabi,Uttar Pradesh,cabbage
72.37,50.53,26.03,26.47,59.2,6.39,52.84,Zaid,Maharashtra,cucumber
49.61,65.96,51.53,27.82,87.77,6.49,169.84,Annual,Karnataka,papaya
91.26,35.08,34.24,33.01,69.79,6.37,142.03,Annual,Karnataka,coffee
80.42,35.78,69.92,23.07,86.38,5.16,248.73,Annual,Kerala,tea
16.63,52.76,9.15,25.98,85.52,6.93,48.54,Kharif,Madhya Pradesh,mungbean
19.84,55.18,6.27,16.68,25.53,6.94,106.23,Kharif,Madhya Pradesh,kidneybeans
19.78,5.86,11.98,21.06,84.05,6.22,103.1,Annual,Madhya Pradesh,orange
20.66,79.09,30.33,29.4,93.2,6.95,137.92,Annual,Andhra Pradesh,papaya
13.5,38.57,22.9,22.59,37.27,5.11,173.32,Kharif,Karnataka,pigeonpeas
112.01,83.78,51.76,25.91,74.71,5.89,106.3,Annual,Karnataka,banana
102.94,13.08,68.15,26.77,91.06,6.87,47.75,Zaid,Karnataka,watermelon
63.15,35.54,24.9,33.79,57.01,6.56,66.75,Kharif,Maharashtra,sorghum
29.3,52.27,53.56,26.72,47.75,5.79,79.26,Kharif,Andhra Pradesh,groundnut
4.93,8.39,21.41,27.07,87.85,6.38,128.11,Annual,Karnataka,coconut
60.75,29.57,58.82,30.86,89.14,7.48,131.72,Annual,West Bengal,papaya
122.03,49.95,61.79,16.82,80.58,6.52,39.12,Rabi,West Bengal,cabbage
79.18,48.16,39.03,31.28,89.87,6.35,199.48,Kharif,Punjab,rice
23.78,95.42,21.52,29.65,31.14,5.56,186.86,Kharif,Andhra Pradesh,pigeonpeas
61.38,53.71,98.73,27.36,87.92,6.01,158.75,Kharif,Karnataka,turmeric
43.61,25.98,18.84,25.52,40.57,7.25,36.94,Kharif,Uttar Pradesh,pearlmillet
31.79,13.93,59.19,21.54,78.33,6.84,213.55,Annual,Kerala,blackpepper
38.58,36.11,26.39,23.07,85.11,6.0,224.3,Annual,Karnataka,blackpepper
20.03,13.12,38.77,14.85,89.44,6.2,86.33,Annual,Karnataka,pomegranate
37.44,35.92,22.76,32.41,45.54,5.47,66.75,Annual,Andhra Pradesh,mango
29.02,22.37,29.08,29.67,93.51,6.11,143.66,Annual,Karnataka,coconut
43.53,56.11,56.11,24.53,56.25,6.19,68.99,Kharif,Karnataka,groundnut
130.84,12.1,58.67,27.67,93.09,6.29,33.57,Zaid,Andhra Pradesh,muskmelon
30.03,30.33,27.33,27.68,46.1,6.77,62.36,Kharif,Andhra Pradesh,sesame
8.7,21.06,21.07,31.87,56.49,5.64,123.18,Annual,Karnataka,mango
22.44,44.66,43.51,24.66,72.39,6.34,84.87,Kharif,Punjab,groundnut
150.0,65.23,128.96,32.97,79.57,6.18,181.67,Annual,Uttar Pradesh,sugarcane
15.53,50.06,34.24,26.0,59.82,6.18,86.98,Kharif,Karnataka,groundnut
92.92,14.59,52.48,24.48,90.56,6.54,55.64,Zaid,Andhra Pradesh,watermelon
23.12,14.62,27.04,29.4,65.99,6.75,89.56,Annual,Madhya Pradesh,guava
69.34,36.32,103.33,23.68,61.82,6.4,51.3,Rabi,Punjab,carrot
57.95,53.56,49.05,23.83,56.96,7.19,62.08,Zaid,Maharashtra,sunflower
66.89,30.3,30.5,22.98,59.33,6.38,106.51,Kharif,Karnataka,sorghum
18.42,51.29,56.39,24.58,69.88,6.34,49.26,Kharif,Kerala,groundnut
104.69,59.17,65.67,18.52,71.46,6.38,34.7,Rabi,West Bengal,cabbage
112.89,19.21,30.54,26.37,53.65,6.89,120.96,Annual,Karnataka,coffee
109.72,43.9,43.53,27.3,82.61,6.25,262.95,Kharif,Andhra Pradesh,rice
76.95,72.19,50.97,26.44,60.37,6.56,57.69,Kharif,Karnataka,okra
36.69,70.21,36.27,20.88,67.93,6.75,105.99,Kharif,Madhya Pradesh,soybean
13.03,132.94,171.1,28.79,92.56,6.25,102.77,Rabi,Madhya Pradesh,apple
150.0,51.55,14.59,24.62,83.15,7.2,89.92,Kharif,Telangana,cotton
101.19,71.18,42.35,25.46,65.09,6.01,52.45,Kharif,Madhya Pradesh,tomato
19.94,18.97,42.05,15.92,91.57,6.48,122.86,Annual,Karnataka,pomegranate
34.51,67.89,17.86,29.87,58.07,5.51,156.58,Kharif,Madhya Pradesh,pigeonpeas
2.31,13.19,7.27,21.52,95.08,5.68,83.02,Annual,Maharashtra,orange
78.75,35.6,0.0,19.01,71.97,5.77,94.01,Kharif,Karnataka,maize
21.43,72.71,23.57,17.69,30.85,5.96,113.75,Kharif,Uttar Pradesh,kidneybeans
79.65,39.39,25.69,21.9,48.59,6.47,52.45,Rabi,Punjab,mustard
21.55,48.76,14.94,26.11,65.24,7.12,34.66,Kharif,Karnataka,mothbeans
134.6,97.1,110.25,18.18,77.78,5.61,39.71,Rabi,Punjab,potato
41.92,42.04,11.26,30.91,33.46,6.96,66.99,Kharif,Maharashtra,pearlmillet
19.92,9.64,24.42,26.6,57.2,6.2,89.84,Annual,Maharashtra,guava
123.66,58.42,69.11,22.59,65.83,6.45,68.42,Rabi,West Bengal,cabbage
87.26,42.78,32.58,19.72,56.32,6.76,15.0,Rabi,Uttar Pradesh,mustard
81.47,38.52,31.54,26.75,58.59,6.46,36.96,Kharif,Uttar Pradesh,sorghum
19.38,49.4,38.56,22.33,60.11,6.33,109.84,Kharif,Madhya Pradesh,soybean
24.79,65.24,12.04,27.91,58.13,6.02,155.0,Kharif,Madhya Pradesh,pigeonpeas
143.08,11.84,22.22,25.6,62.39,6.73,142.61,Annual,Punjab,coffee
12.96,57.54,73.71,15.92,17.99,7.27,29.82,Rabi,Maharashtra,chickpea
136.75,47.72,8.52,23.0,82.78,7.8,40.87,Kharif,Punjab,cotton
87.42,38.14,36.45,26.88,64.41,6.05,43.08,Zaid,Karnataka,cucumber
32.44,17.42,11.92,17.99,68.46,6.06,110.85,Kharif,Tamil Nadu,fingermillet
13.4,41.26,39.88,26.24,58.85,6.02,72.03,Kharif,Tamil Nadu,groundnut
18.58,100.06,182.51,27.71,79.74,5.95,87.55,Annual,Maharashtra,grapes
84.81,60.86,46.32,26.89,49.35,5.92,92.61,Kharif,West Bengal,okra
38.47,35.01,24.0,24.82,51.67,6.07,62.2,Kharif,Madhya Pradesh,sesame
40.85,23.99,20.64,19.22,66.37,6.85,65.84,Rabi,Andhra Pradesh,coriander
62.61,55.04,28.44,25.38,56.89,6.76,57.71,Zaid,Maharashtra,sunflower
116.94,88.92,125.56,19.24,79.71,6.14,41.22,Rabi,Punjab,potato
126.54,8.96,43.39,28.4,92.98,5.64,31.03,Zaid,Punjab,muskmelon
28.93,47.99,46.07,28.06,65.55,6.07,71.7,Kharif,Tamil Nadu,groundnut
101.09,82.72,113.4,19.28,73.53,5.78,46.04,Rabi,Punjab,potato
40.34,35.16,16.68,28.16,58.26,6.82,56.11,Kharif,Tamil Nadu,sesame
33.97,32.65,46.27,20.2,84.48,5.39,293.05,Annual,Kerala,cardamom
98.25,10.53,45.47,23.99,93.66,7.1,27.65,Zaid,Andhra Pradesh,muskmelon
64.79,20.36,33.39,25.88,56.26,6.84,70.35,Kharif,Karnataka,sorghum
111.02,76.76,63.72,17.9,75.44,6.55,82.0,Kharif,Punjab,tomato
129.25,73.53,129.45,17.41,73.67,4.87,66.83,Rabi,Punjab,potato
91.46,81.52,52.1,20.59,78.9,5.91,118.69,Annual,Tamil Nadu,banana
79.24,48.44,99.9,17.68,64.39,5.77,38.16,Rabi,Uttar Pradesh,carrot
53.61,32.36,9.95,22.83,64.93,5.96,63.55,Kharif,Andhra Pradesh,fingermillet
128.52,47.55,34.91,13.96,52.34,6.27,107.77,Rabi,Madhya Pradesh,wheat
130.29,82.6,116.06,16.82,61.4,5.57,50.85,Rabi,West Bengal,potato
46.88,88.59,61.43,18.94,14.22,6.31,96.21,Rabi,Uttar Pradesh,chickpea
85.19,47.02,29.85,17.35,44.82,6.23,15.0,Rabi,Punjab,mustard
16.47,9.27,47.45,16.78,86.29,6.67,92.41,Annual,Maharashtra,pomegranate
79.5,45.06,33.22,31.8,63.87,6.17,53.43,Kharif,Punjab,okra
20.62,7.03,15.37,25.77,96.73,7.02,151.38,Annual,Punjab,orange
52.78,38.64,30.16,27.11,50.66,6.97,57.16,Kharif,Maharashtra,sorghum
109.33,13.66,25.07,20.42,59.0,6.93,158.53,Annual,Madhya Pradesh,coffee
85.29,47.16,46.58,16.01,59.87,5.92,35.56,Rabi,Uttar Pradesh,spinach
14.98,111.72,204.25,18.15,86.49,5.75,120.61,Rabi,Uttar Pradesh,apple
50.15,75.68,30.4,28.67,58.1,8.15,47.1,Kharif,Maharashtra,blackgram
85.71,41.83,36.64,23.51,84.66,7.05,162.9,Kharif,West Bengal,jute
27.06,129.73,205.28,23.17,100.0,6.25,128.7,Rabi,Madhya Pradesh,apple
102.65,68.85,41.32,25.09,72.71,5.98,70.77,Kharif,Karnataka,brinjal
110.35,37.91,43.65,14.66,61.52,6.33,69.52,Rabi,Madhya Pradesh,wheat
42.1,28.25,22.55,28.41,65.53,5.29,95.26,Kharif,Andhra Pradesh,fingermillet
30.06,36.11,24.35,26.53,39.46,5.54,124.25,Annual,Karnataka,mango
95.2,70.67,62.4,20.39,57.44,5.93,46.41,Rabi,Kerala,cabbage
85.94,43.77,35.35,13.38,52.54,6.48,43.4,Rabi,Telangana,garlic
24.76,33.24,24.38,32.26,49.95,5.09,75.21,Annual,Maharashtra,mango
46.59,59.14,37.99,30.25,56.92,6.92,57.97,Kharif,Tamil Nadu,blackgram
15.31,150.0,185.68,19.48,80.07,5.69,70.1,Annual,Karnataka,grapes
52.64,78.22,54.58,33.22,89.23,7.02,138.24,Annual,Tamil Nadu,papaya
33.55,27.06,21.69,29.88,68.88,6.34,62.3,Kharif,Tamil Nadu,sesame
108.93,30.13,46.52,17.93,79.46,6.66,53.56,Zaid,Uttar Pradesh,watermelon
78.84,21.41,35.92,28.88,87.57,7.27,60.03,Zaid,Andhra Pradesh,watermelon
25.32,28.99,49.12,24.39,86.24,5.92,163.5,Annual,Karnataka,blackpepper
21.15,59.21,49.3,27.84,77.42,7.44,79.61,Kharif,Karnataka,groundnut
18.81,0.0,56.78,20.11,86.71,5.84,98.27,Annual,Karnataka,pomegranate
112.34,31.47,24.29,28.27,50.35,6.79,139.63,Annual,Uttar Pradesh,coffee
35.72,96.62,86.67,18.14,19.79,6.79,105.09,Rabi,Maharashtra,chickpea
26.46,74.55,35.27,24.18,38.14,5.44,142.36,Kharif,Uttar Pradesh,pigeonpeas
150.0,58.84,114.49,31.83,75.13,6.45,150.84,Annual,Uttar Pradesh,sugarcane
116.16,60.16,14.88,22.32,76.51,7.85,67.15,Kharif,Punjab,cotton
119.73,21.56,52.35,28.28,97.43,6.39,61.92,Zaid,Andhra Pradesh,watermelon
23.83,55.94,10.23,34.48,64.92,7.57,65.72,Kharif,Tamil Nadu,blackgram
42.57,67.13,86.47,16.33,17.39,7.51,91.51,Rabi,Madhya Pradesh,chickpea
40.66,19.15,37.99,30.36,95.84,6.29,176.36,Annual,Karnataka,coconut
129.69,65.18,60.95,20.28,63.86,5.81,60.19,Rabi,Uttar Pradesh,cabbage
21.05,41.95,19.99,26.67,89.8,6.6,27.55,Kharif,Madhya Pradesh,mungbean
69.24,39.48,23.58,22.43,49.37,5.81,42.12,Rabi,West Bengal,mustard
88.86,30.29,74.19,20.63,58.17,5.91,57.52,Rabi,Karnataka,onion
74.13,39.67,55.66,24.81,59.64,6.3,97.19,Kharif,West Bengal,okra
26.63,23.39,46.71,21.59,83.27,6.2,266.88,Annual,Kerala,cardamom
17.0,64.86,26.65,23.19,69.28,7.86,52.54,Rabi,Uttar Pradesh,lentil
64.49,54.63,52.62,21.67,60.64,5.84,65.51,Rabi,Tamil Nadu,onion
47.62,25.44,14.42,21.33,85.08,6.58,46.72,Rabi,Punjab,coriander
105.42,69.25,71.21,26.52,55.9,5.7,52.72,Kharif,Karnataka,brinjal
117.98,55.81,70.63,11.67,65.77,6.3,65.43,Rabi,Andhra Pradesh,cauliflower
110.82,76.68,42.3,26.85,76.2,5.48,51.8,Annual,Tamil Nadu,banana
114.45,64.51,57.97,12.75,78.98,6.53,68.76,Rabi,West Bengal,cabbage
15.84,34.52,26.51,19.74,90.39,6.25,126.48,Annual,Karnataka,pomegranate
25.08,53.84,17.05,28.88,85.94,7.0,59.07,Kharif,Maharashtra,mungbean
63.54,56.47,46.57,32.2,92.47,7.13,168.11,Annual,Karnataka,papaya
49.55,53.59,52.34,16.38,55.9,6.03,47.74,Rabi,Uttar Pradesh,garlic
90.32,44.57,15.75,27.84,78.42,7.13,33.26,Kharif,Telangana,cotton
100.68,41.26,72.93,14.79,75.15,6.17,56.03,Rabi,Madhya Pradesh,cauliflower
88.09,78.8,41.43,26.08,78.36,5.6,111.75,Annual,Karnataka,banana
143.16,49.6,134.62,24.32,75.95,7.23,177.54,Annual,Maharashtra,sugarcane
107.07,56.41,77.12,26.03,64.18,6.42,60.33,Kharif,Andhra Pradesh,brinjal
78.43,16.78,63.89,21.8,83.5,5.3,233.56,Annual,West Bengal,tea
62.32,39.46,24.59,28.83,66.57,6.77,45.22,Kharif,Karnataka,sorghum
87.33,41.71,15.52,24.12,60.98,5.71,77.75,Kharif,Madhya Pradesh,maize
86.43,70.9,60.81,27.78,74.72,5.43,79.46,Kharif,Karnataka,brinjal
13.32,58.69,45.93,28.55,73.18,6.71,71.94,Kharif,Karnataka,groundnut
7.95,56.86,37.1,27.75,64.42,6.29,51.93,Kharif,Karnataka,groundnut
62.82,41.51,33.31,27.68,71.65,6.35,58.51,Zaid,Maharashtra,cucumber
66.33,41.64,42.07,25.22,54.93,7.01,62.95,Zaid,Maharashtra,cucumber
15.68,133.01,174.1,21.88,80.42,6.38,86.67,Annual,Karnataka,grapes
66.56,36.39,42.02,28.41,61.06,6.83,23.66,Kharif,Madhya Pradesh,sorghum
71.8,57.31,74.55,12.96,59.95,7.09,66.97,Rabi,Uttar Pradesh,garlic
149.51,45.13,104.97,20.97,78.56,6.69,151.98,Annual,Maharashtra,sugarcane
51.98,64.67,55.31,30.05,85.61,6.92,180.83,Annual,Tamil Nadu,papaya
41.13,21.79,78.71,21.15,86.82,5.77,226.86,Annual,Kerala,cardamom
102.14,18.36,72.16,21.42,92.86,6.29,22.87,Zaid,Uttar Pradesh,muskmelon
35.96,60.73,15.45,37.88,59.7,6.07,46.0,Kharif,Tamil Nadu,blackgram
40.04,33.05,70.18,24.16,77.49,5.47,199.53,Annual,Kerala,blackpepper
17.34,31.96,31.23,23.73,51.0,7.32,49.55,Kharif,Karnataka,mothbeans
42.22,35.6,111.27,28.97,75.71,5.69,161.45,Kharif,Telangana,turmeric
82.03,28.6,28.07,26.35,60.22,6.33,71.0,Kharif,Madhya Pradesh,sorghum
10.29,48.01,21.27,30.88,51.67,7.2,47.42,Kharif,Karnataka,mothbeans
32.67,26.57,10.12,25.55,98.09,6.37,105.72,Annual,Punjab,orange
25.04,39.07,25.48,34.41,36.7,6.38,46.45,Kharif,Karnataka,mothbeans
114.47,71.6,40.05,19.79,47.78,6.64,75.08,Rabi,Punjab,wheat
26.98,131.72,192.81,21.87,94.85,5.51,87.93,Rabi,West Bengal,apple
42.14,39.01,39.27,24.97,87.3,4.68,211.34,Annual,Kerala,blackpepper
82.96,25.55,45.29,25.4,43.61,7.18,201.15,Annual,Karnataka,coffee
37.61,31.45,28.75,26.58,47.25,6.87,47.36,Rabi,Karnataka,coriander
117.12,57.72,55.95,20.09,65.8,6.55,67.75,Rabi,Uttar Pradesh,cabbage
19.78,79.93,24.25,19.35,71.0,7.82,35.44,Rabi,Uttar Pradesh,lentil
22.59,32.08,33.03,35.08,48.85,6.65,35.14,Kharif,Maharashtra,pearlmillet
69.16,46.32,89.53,14.07,67.26,6.14,57.85,Rabi,Uttar Pradesh,carrot
64.64,42.69,67.28,26.27,66.05,5.77,90.13,Kharif,West Bengal,okra
21.3,77.47,27.29,18.41,69.45,6.55,53.06,Rabi,Madhya Pradesh,lentil
2.05,70.95,35.59,17.13,47.57,6.54,54.67,Rabi,Kerala,peas
80.92,39.66,29.3,23.04,84.14,6.12,243.15,Kharif,West Bengal,rice
108.56,82.08,101.04,13.84,74.47,5.47,46.29,Rabi,Punjab,potato
79.68,64.57,37.98,29.02,57.46,7.08,71.34,Kharif,West Bengal,okra
86.58,34.73,11.74,33.24,65.61,5.73,107.9,Kharif,Telangana,maize
93.85,50.06,65.4,19.92,55.87,5.95,40.09,Rabi,Madhya Pradesh,garlic
109.49,55.37,55.46,25.25,84.49,6.06,61.49,Annual,Tamil Nadu,banana
103.09,87.19,53.07,27.06,90.83,5.6,133.87,Annual,Karnataka,banana
59.52,59.08,100.58,24.07,78.52,6.5,185.06,Kharif,Karnataka,ginger
66.59,73.03,38.25,24.25,58.89,6.63,85.49,Zaid,Maharashtra,sunflower
24.94,39.68,61.78,22.95,90.09,6.45,293.76,Annual,Karnataka,cardamom
28.11,58.3,54.91,28.26,49.02,6.74,36.18,Kharif,Andhra Pradesh,groundnut
39.14,77.87,54.73,22.31,63.22,6.85,84.79,Zaid,Madhya Pradesh,sunflower
18.3,8.22,35.45,27.22,92.92,5.71,174.86,Annual,Madhya Pradesh,coconut
27.87,70.13,111.52,25.4,21.31,7.26,36.22,Rabi,Maharashtra,chickpea
99.07,56.1,49.04,15.83,87.79,6.16,59.32,Rabi,West Bengal,cabbage
15.49,42.57,44.35,28.15,63.75,6.04,54.86,Kharif,Karnataka,groundnut
103.16,86.36,56.91,31.49,82.07,5.91,133.7,Annual,Karnataka,banana
18.1,20.0,35.43,25.14,91.12,5.82,202.63,Annual,Karnataka,coconut
18.49,19.19,6.59,28.01,32.65,5.79,55.66,Kharif,Maharashtra,sesame
80.77,41.19,28.58,26.81,72.84,5.98,47.53,Zaid,Karnataka,cucumber
92.26,55.18,45.78,23.74,74.34,6.39,43.55,Zaid,Maharashtra,cucumber
18.69,44.04,16.59,28.7,87.05,6.8,32.32,Kharif,Madhya Pradesh,mungbean
22.47,62.45,17.39,15.03,78.29,6.63,59.51,Rabi,Tamil Nadu,lentil
111.56,53.45,30.37,23.73,81.55,6.8,77.47,Kharif,Telangana,cotton
31.87,122.98,205.31,21.39,91.37,6.47,110.3,Rabi,Punjab,apple
73.38,60.91,36.57,28.89,56.6,6.16,44.13,Zaid,Karnataka,cucumber
49.05,37.84,13.53,24.08,66.0,6.98,47.46,Rabi,Karnataka,coriander
12.54,38.82,43.19,22.39,88.15,6.11,125.51,Annual,Maharashtra,pomegranate
19.07,19.69,3.96,22.95,85.69,6.84,120.54,Annual,Madhya Pradesh,orange
81.56,29.28,33.89,27.24,60.2,6.4,68.2,Kharif,Karnataka,sorghum
130.44,60.99,52.59,24.56,67.88,5.84,32.38,Rabi,West Bengal,cabbage
56.82,31.76,25.16,26.24,36.24,6.78,61.16,Rabi,Madhya Pradesh,coriander
84.97,6.77,52.15,25.81,88.34,7.3,38.34,Zaid,Kerala,watermelon
99.66,37.03,47.13,26.08,80.86,5.4,38.15,Zaid,Andhra Pradesh,watermelon
